technique_id,technique_name,visibility_gap_any_tactic,status,sources_seen
T1001,Data Obfuscation,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1552,Unsecured Credentials,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1552.001,Credentials In Files,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1552.002,Credentials in Registry,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1552.003,Bash History,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1552.004,Private Keys,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1552.005,Cloud Instance Metadata API,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1552.006,Group Policy Preferences,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1552.007,Container API,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1552.008,Chat Messages,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1553,Subvert Trust Controls,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1553.001,Gatekeeper Bypass,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1553.002,Code Signing,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1553.003,SIP and Trust Provider Hijacking,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1553.004,Install Root Certificate,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1553.005,Mark-of-the-Web Bypass,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1553.006,Code Signing Policy Modification,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1554,Compromise Host Software Binary,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1555,Credentials from Password Stores,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1555.001,Keychain,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1555.002,Securityd Memory,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1555.003,Credentials from Web Browsers,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1555.004,Windows Credential Manager,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1555.005,Password Managers,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1555.006,Cloud Secrets Management Stores,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1556,Modify Authentication Process,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1556.001,Domain Controller Authentication,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1556.002,Password Filter DLL,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1556.003,Pluggable Authentication Modules,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1556.004,Network Device Authentication,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1556.005,Reversible Encryption,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1556.006,Multi-Factor Authentication,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1556.007,Hybrid Identity,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1556.008,Network Provider DLL,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1556.009,Conditional Access Policies,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1557,Adversary-in-the-Middle,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1557.002,ARP Cache Poisoning,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1557.003,DHCP Spoofing,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1557.004,Evil Twin,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1558,Steal or Forge Kerberos Tickets,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1558.001,Golden Ticket,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1558.002,Silver Ticket,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1558.003,Kerberoasting,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1558.004,AS-REP Roasting,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1558.005,Ccache Files,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1559,Inter-Process Communication,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1559.001,Component Object Model,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1559.002,Dynamic Data Exchange,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1559.003,XPC Services,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1560,Archive Collected Data,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1560.001,Archive via Utility,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1560.002,Archive via Library,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1560.003,Archive via Custom Method,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1561,Disk Wipe,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1561.001,Disk Content Wipe,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1561.002,Disk Structure Wipe,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1562,Impair Defenses,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1562.001,Disable or Modify Tools,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1562.002,Disable Windows Event Logging,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1562.003,Impair Command History Logging,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1562.004,Disable or Modify System Firewall,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1562.006,Indicator Blocking,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1562.007,Disable or Modify Cloud Firewall,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1562.008,Disable or Modify Cloud Logs,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1562.009,Safe Mode Boot,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
